player_id,passer_player_name,mpy,inv_sack_rate,completion_rate,n,eyp,season,team,position
00-0036355,J.Herbert,10.66748166259169,0.9488658208381392,0.6289888504421376,2601,6.366630644085817,2024,LAC,QB
00-0029263,R.Wilson,11.736524689031285,0.9149743360856951,0.5920553447891097,4481,6.357856706694999,2024,PIT,QB
00-0034796,L.Jackson,11.676390773405698,0.921906287545054,0.590308370044053,2497,6.354396922281909,2024,BAL,QB
00-0036442,J.Burrow,10.919011667810567,0.9238054240206628,0.6272061988807576,2323,6.326655398512578,2024,CIN,QB
00-0030565,G.Smith,10.921985815602838,0.925735294117647,0.622058823529412,1360,6.289554498269899,2024,SEA,QB
00-0033662,C.Rush,11.321678321678323,0.9552845528455285,0.5813008130081301,246,6.287015004296385,2024,DAL,QB
00-0032268,M.Mariota,11.82017543859649,0.9199594731509619,0.5775075987841947,1974,6.279865197927666,2024,WAS,QB
00-0034855,B.Mayfield,11.677892449755563,0.9314768460575721,0.5760325406758449,3196,6.265901349621945,2024,TB,QB
00-0035289,G.Minshew,11.202702702702704,0.9309309309309308,0.592592592592593,999,6.180114047981919,2024,LV,QB
00-0035228,K.Murray,10.489051094890513,0.9376290788930194,0.6224700536968197,2421,6.121892957481192,2024,ARI,QB
00-0028986,C.Keenum,10.73417721518987,0.9452610238215916,0.6006082108464265,1973,6.094130878363221,2024,HOU,QB
00-0034771,M.Rudolph,10.58785942492013,0.9557692307692308,0.6019230769230769,520,6.091190828402367,2024,TEN,QB
00-0035704,D.Lock,11.264392324093814,0.9528415961305925,0.5671100362756955,827,6.086894984713326,2024,NYG,QB
00-0027973,A.Dalton,11.072393300918423,0.934114665821983,0.5863161229014888,3157,6.06420021413416,2024,CAR,QB
00-0038122,D.Ridder,11.006211180124227,0.9264705882352942,0.5919117647058825,544,6.035683391003464,2024,ARI,QB
00-0031800,T.Heinicke,11.017460317460316,0.9340761374187557,0.584958217270195,1077,6.019890872630996,2024,ATL,QB
00-0035264,J.Stidham,12.153846153846153,0.9120370370370371,0.5416666666666666,216,6.004243827160493,2024,DEN,QB
00-0036971,T.Lawrence,10.51543739279588,0.9494845360824742,0.6010309278350517,1940,6.000840153044956,2024,JAX,QB
00-0036972,M.Jones,10.312288613303267,0.9393728222996516,0.6181184668989548,1435,5.987765300052203,2024,JAX,QB
00-0033869,M.Trubisky,10.488727858293071,0.9363855421686746,0.59855421686747,2075,5.8786961242560585,2024,BUF,QB
00-0026300,J.Johnson,11.155172413793103,0.9320388349514563,0.5631067961165049,206,5.854651710811576,2024,BAL,QB
00-0032950,C.Wentz,10.753861003861005,0.9327919350322036,0.5802296275553064,3571,5.820350012990073,2024,KC,QB
00-0026158,J.Flacco,10.240205523442514,0.9489443378119001,0.5976967370441459,2605,5.808049336688266,2024,IND,QB
00-0039152,W.Levis,12.134228187919463,0.900709219858156,0.5283687943262412,282,5.774759820934562,2024,TEN,QB
00-0033936,C.Beathard,11.429411764705879,0.9142394822006472,0.5501618122977348,618,5.748761533708277,2024,JAX,QB
00-0039164,A.Richardson,11.54,0.9247311827956989,0.5376344086021505,93,5.737310671753959,2024,IND,QB
00-0035289,G.Minshew II,11.077181208053693,0.9330855018587361,0.5539033457249071,538,5.725121266980834,2024,LV,QB
00-0036898,D.Mills,10.38501742160279,0.9344933469805529,0.5875127942681677,977,5.701652857063537,2024,HOU,QB
00-0034869,S.Darnold,11.15092592592593,0.9237851662404092,0.5524296675191818,1955,5.690611128917267,2024,MIN,QB
00-0033119,J.Brissett,10.77879714576962,0.9245939675174015,0.5690255220417638,1724,5.670914508427499,2024,NE,QB
00-0034577,K.Allen,10.734693877551017,0.922077922077922,0.5727272727272729,770,5.668982965086861,2024,PIT,QB
00-0038579,A.O'Connell,10.325471698113208,0.9344262295081968,0.5792349726775956,366,5.588685837140554,2024,LV,QB
00-0038108,B.Zappe,10.692708333333334,0.9071856287425148,0.5748502994011977,334,5.576203879665818,2024,NE,QB
00-0038416,T.Bagent,9.138297872340427,0.9664429530201342,0.6308724832214766,149,5.5716409170758086,2024,CHI,QB
00-0035282,E.Stick,10.135135135135135,0.9251336898395721,0.5935828877005347,187,5.56564385598673,2024,LAC,QB
00-0035710,D.Jones,10.273232724384432,0.913063691306369,0.5853091585309161,2151,5.490267681709243,2024,NYG,QB
00-0038102,K.Pickett,10.024719101123598,0.9344692005242463,0.5832241153342068,763,5.463521760863253,2024,PHI,QB
00-0028118,T.Taylor,10.855878634639698,0.9046624913013221,0.5504523312456506,1437,5.405940718722654,2024,NYJ,QB
00-0036945,J.Fields,11.547660311958404,0.8768248175182484,0.5264598540145985,1096,5.330550875113219,2024,PIT,QB
00-0037077,S.Howell,10.313283208020048,0.9029957203994292,0.5691868758915835,701,5.300752338721328,2024,SEA,QB
00-0032434,B.Allen,10.812080536912749,0.926056338028169,0.5246478873239435,284,5.253087185082322,2024,SF,QB
00-0037175,A.Brown,13.727272727272727,0.9038461538461539,0.423076923076923,52,5.249260355029585,2024,LV,QB
00-0037013,Z.Wilson,11.097345132743365,0.8978300180831825,0.5108499095840869,1106,5.08986818569761,2024,DEN,QB
00-0033949,J.Dobbs,9.35897435897436,0.9334565619223659,0.576709796672828,541,5.038249835144747,2024,SF,QB
00-0035993,T.Huntley,9.192622950819674,0.9225181598062954,0.5907990314769975,413,5.010189424807556,2024,CLE,QB
00-0034955,B.Rypien,9.693877551020408,0.9385474860335196,0.5474860335195532,179,4.981117942635999,2024,CHI,QB
00-0032436,J.Driskel,10.454148471615719,0.9016018306636155,0.5240274599542336,437,4.939210028852851,2024,WAS,QB
00-0034899,J.Wolford,10.234375,0.9090909090909091,0.5289256198347108,121,4.921111945905334,2024,TB,QB
00-0034177,T.Boyle,8.192982456140351,0.9487179487179487,0.5846153846153846,195,4.544115713346483,2024,HOU,QB
00-0037327,S.Thompson,9.666666666666668,0.937888198757764,0.4844720496894409,161,4.392345974306546,2024,MIA,QB
00-0036879,S.Ehlinger,8.953125,0.8782608695652174,0.5565217391304348,115,4.376030245746692,2024,IND,QB
00-0039150,B.Young,9.133333333333336,0.8947368421052632,0.5348047538200341,589,4.3703869180591575,2024,CAR,QB
00-0038476,T.DeVito,9.657894736842106,0.827906976744186,0.530232558139535,215,4.239653866955112,2024,NYG,QB
00-0033958,N.Peterman,8.294117647058822,0.930635838150289,0.49132947976878616,173,3.792475525410137,2024,NO,QB
00-0038128,M.Willis,10,0.825,0.4375,80,3.609375,2024,TEN,QB
00-0038583,D.Thompson-Robinson,7.333333333333334,0.9487179487179487,0.5128205128205128,117,3.5678281832127983,2024,CLE,QB
00-0035251,W.Grier,8.142857142857142,0.896551724137931,0.48275862068965514,58,3.5243757431629006,2024,PHI,QB
